Simpangsiabu	id=g:6723400
Salo Waruwe	id=g:6735372
Kuala Rupet	id=g:6735373
Awerangnge	id=g:6735374
Apela Satu	id=g:6735375
Bulu Lamiti	id=g:6735376
Apela Dua	id=g:6735377
Bulu Pagapu	id=g:6735378
Kuala Polai	id=g:6735379
Bungaejae	id=g:6735380
Toka Tawaang	id=g:6735381
Bulu Toppotaro	id=g:6735382
Kuala Ramowangko	id=g:6735383
Bulu Maraling	id=g:6735384
Kuala Danowudu	id=g:6735385
Pallawa	id=g:6735386
Kuala Pasongdolong	id=g:6735387
Cangadi	id=g:6735388
Kuala Airprang	id=g:6735389
Bulu Tanatapasoe	id=g:6735390
Airprang	id=g:6735391
Bulu Latete	id=g:6735392
Labuan Airprang	id=g:6735393
Salo Bacubacue	id=g:6735394
Tanjung Kunkunan	id=g:6735395
Salo Lebbang	id=g:6735396
Tanjung Patuku	id=g:6735397
Salo Asingkerunge	id=g:6735398
Kenreko	id=g:6735399
Salo Batulappa	id=g:6735400
Labuan Posokan	id=g:6735401
Salo Labuco	id=g:6735402
Tanjung Patuku	id=g:6735403
Bulu Anamasimpolong	id=g:6735404
Kuala Lumingketut Atas	id=g:6735405
Bottoriu	id=g:6735406
Kuala Lumingketut Bawah	id=g:6735407
Sanaelang	id=g:6735408
Kekenturan	id=g:6735409
Bulu Bottodewata	id=g:6735410
Buaran	id=g:6735411
Salo Mutiara	id=g:6735412
Perumnas	id=g:6735413
Cewing	id=g:6735414
Parigidolang	id=g:6735415
Salo Walanae	id=g:6735416
Empang	id=g:6735417
Pakkawarue	id=g:6735418
Loyang	id=g:6735419
Palakka	id=g:6735420
Winenet	id=g:6735421
Bulu Patironge	id=g:6735422
Prikani	id=g:6735423
Salo Patuka	id=g:6735424
Naemundung	id=g:6735425
Timpa	id=g:6735426
Bak	id=g:6735427
Lompoe	id=g:6735428
Kunkunan	id=g:6735429
Lapince	id=g:6735430
Tanjung Nanas	id=g:6735431
Bulu Lemo	id=g:6735432
Pulau Sarena	id=g:6735433
Salo Batulappa	id=g:6735434
Tanjung Batu Ririr	id=g:6735435
Bulu Matanre	id=g:6735436
Tanjung Pintukota	id=g:6735437
Salo Kunynyi	id=g:6735438
Labuan Pintukota	id=g:6735439
Bulu Lakati	id=g:6735440
Pintukota Kecil	id=g:6735441
Gatungeng	id=g:6735442
Kema Tiga	id=g:6735443
Bulu Limpobatu	id=g:6735444
Labuan Pasirhitam	id=g:6735445
Salo Lawirae	id=g:6735446
Tanjung Woka	id=g:6735447
Salo Lemo	id=g:6735448
Kuala Tendeki	id=g:6735449
Salo Laloro	id=g:6735450
Girian Atas	id=g:6735451
Salo Libureng	id=g:6735452
Girian Weru	id=g:6735453
Lakariki	id=g:6735454
Perumnas	id=g:6735455
Salo Rapae	id=g:6735456
Wangurer	id=g:6735457
Salo Tojika	id=g:6735458
Kuala Tanjungmerah	id=g:6735459
Lemo	id=g:6735460
Kuala Sagerat	id=g:6735461
Salo Sawae	id=g:6735462
Girian Bawah	id=g:6735463
Bulu Bottobatu	id=g:6735464
Labuan Paudean	id=g:6735465
Bulu Uraura	id=g:6735466
Madidir Unet	id=g:6735467
Attimpangnge	id=g:6735468
Madidir Ure	id=g:6735469
Salo Surapabua	id=g:6735470
Madidir Weru	id=g:6735471
Bulu Batuteba	id=g:6735472
Pakadoodan	id=g:6735473
Kajuara	id=g:6735474
Bitung Tengah	id=g:6735475
Bulu Parepe	id=g:6735476
Bitung Timur	id=g:6735477
Bulu Lajoanging	id=g:6735478
Bitung Barat	id=g:6735479
Bulu Laja	id=g:6735480
Pateten	id=g:6735481
Labole	id=g:6735482
Labuan Rarandam	id=g:6735483
Bulu Togusi	id=g:6735484
Rarandam	id=g:6735485
Salo Buae	id=g:6735486
Tanjung Rarandam	id=g:6735487
Salo Weala	id=g:6735488
Tanjung Kirakira	id=g:6735489
Salo Tungan	id=g:6735490
Labuan Mawali	id=g:6735491
Salo Bangae	id=g:6735492
Mawali Kecil	id=g:6735493
Salo Lebba Watu	id=g:6735494
Tanjung Dula	id=g:6735495
Salo Panrang	id=g:6735496
Kelapadua	id=g:6735497
Salo Pacciro	id=g:6735498
Sendakan	id=g:6735499
Salo Lapince	id=g:6735500
Tanjung Batu	id=g:6735501
Bulu Pejompe	id=g:6735502
Pulau Abadi	id=g:6735503
Salo Labocci	id=g:6735504
Tanjung Tebal	id=g:6735505
Baringeng	id=g:6735506
Kema Dua	id=g:6735507
Jampue	id=g:6735508
Kaasardua	id=g:6735509
Bulu Cimpolong	id=g:6735510
Kuala Kaasarsatu	id=g:6735511
Palakka	id=g:6735512
Kuala Paleten	id=g:6735513
Masongko	id=g:6735514
Kuala Pakowa	id=g:6735515
Bulu Batucego	id=g:6735516
Toka Sumedi	id=g:6735517
Salo Lamuru	id=g:6735518
Kuala Bendungan	id=g:6735519
Baritu	id=g:6735520
Dusun Satu	id=g:6735521
Salo Tellulimpoe	id=g:6735522
Labuan Kompania	id=g:6735523
Salo Cirekko	id=g:6735524
Papusungan Kecil	id=g:6735525
Baringeng	id=g:6735526
Islam	id=g:6735527
Salo Tabbutue	id=g:6735528
Batulubang Kecil	id=g:6735529
Bulu Labole	id=g:6735530
Batulubang	id=g:6735531
Bulu Pakita	id=g:6735532
Batulubang Besar	id=g:6735533
Bulu Lele	id=g:6735534
Toka Hombu	id=g:6735535
Bulu Tinggera	id=g:6735536
Tanjung Batu Timbul	id=g:6735537
Bulu Lakeco	id=g:6735538
Labuan Jikodolang	id=g:6735539
Bulu Batubellang	id=g:6735540
Tanjung Kubui	id=g:6735541
Labaja	id=g:6735542
Walenikoko	id=g:6735543
Bulu Ampiri	id=g:6735544
Pamurutan	id=g:6735545
Lerang	id=g:6735546
Pantenusu	id=g:6735547
Bulu Samaenre	id=g:6735548
Dorbolaang	id=g:6735549
Salo Cendranae	id=g:6735550
Limango Kecil	id=g:6735551
Salo Taro	id=g:6735552
Labuan Pancuran	id=g:6735553
Bulu Urappai	id=g:6735554
Tanjung Pancuran	id=g:6735555
Salo Tado	id=g:6735556
Tanjung Mandolang	id=g:6735557
Bulu Awa	id=g:6735558
Tetul	id=g:6735559
Bulu Bompo	id=g:6735560
Kaima	id=g:6735561
Salo Bompo	id=g:6735562
Treman	id=g:6735563
Bulu Enrekang	id=g:6735564
Tasikoki	id=g:6735565
Salo Pasalae	id=g:6735566
Pimpin	id=g:6735567
Salo Malonako	id=g:6735568
Labuan Walenikoko	id=g:6735569
Libukange	id=g:6735570
Pulau Napokering	id=g:6735571
Botto	id=g:6735572
Labuan Kurangan	id=g:6735573
Lekoballo	id=g:6735574
Labuan Waleneperet	id=g:6735575
Salo Lita	id=g:6735576
Labuan Limango	id=g:6735577
Lita	id=g:6735578
Limango Besar	id=g:6735579
Kaluppang	id=g:6735580
Tanjung Limango	id=g:6735581
Botto Rampang	id=g:6735582
Tinondoan	id=g:6735583
Salo Enrekang	id=g:6735584
Kuala Denu	id=g:6735585
Bulu Kamparang	id=g:6735586
Kuala Samido	id=g:6735587
Bulu Lemo	id=g:6735588
Telaga Tasikoki	id=g:6735589
Bulu Pakurumese	id=g:6735590
Toka Lembean	id=g:6735591
Bulu Celidongi	id=g:6735592
Kuala Kema	id=g:6735593
Bulu Batumapapi	id=g:6735594
Kuala Melenyi	id=g:6735595
Bulu Cingke	id=g:6735596
Kuala Tuna	id=g:6735597
Lapaenrekang	id=g:6735598
Pulau Kaburukan	id=g:6735599
Bulu Tapong	id=g:6735600
Labuan Kaburukan Kecil	id=g:6735601
Coppo Balelu	id=g:6735602
Tanjung Kaburukan	id=g:6735603
Bulu Kuku	id=g:6735604
Labuan Kaburukan Besar	id=g:6735605
Salo Caleng	id=g:6735606
Kuala Amia	id=g:6735607
Bulu Pali	id=g:6735608
Kuala Timu	id=g:6735609
Salo Batumakadu	id=g:6735610
Kuala Karimanga	id=g:6735611
Bulu Rallae	id=g:6735612
Toka Mamokol	id=g:6735613
Salo Tone	id=g:6735614
Dusun Satu	id=g:6735615
Salo Tujue	id=g:6735616
Labuan Lilang	id=g:6735617
Bulu Acirong	id=g:6735618
Tanjung Kapas	id=g:6735619
Salo Tamasiri	id=g:6735620
Labuan Kapas	id=g:6735621
Salo Maddasang	id=g:6735622
Kuala Waleo	id=g:6735623
Salo Lebasalae	id=g:6735624
Kuntung Samoealing	id=g:6735625
Padangpaboe	id=g:6735626
Kuala Mapepera	id=g:6735627
Salo Pising	id=g:6735628
Kuala Madon	id=g:6735629
Ujung	id=g:6735630
Labuan Kinawudan	id=g:6735631
Salo Derapae	id=g:6735632
Tanjung Kinawudan	id=g:6735633
Salo Menraleng	id=g:6735634
Sosoan Uwah	id=g:6735635
Salo Labetolang	id=g:6735636
Sosoan Tuel	id=g:6735637
Lapetang	id=g:6735638
Kuala Mangket	id=g:6735639
Salo Marimario	id=g:6735640
Dusun Lima	id=g:6735641
Salo Lalili	id=g:6735642
Kuala Maraandor	id=g:6735643
Mariomario	id=g:6735644
Kalawiran	id=g:6735645
Matajang	id=g:6735646
Kauditan Dua	id=g:6735647
Salo Kadu	id=g:6735648
Sosoan Rariang	id=g:6735649
Salo Barutunge	id=g:6735650
Sosoan Kaweleyoki	id=g:6735651
Umpungngeng	id=g:6735652
Sosoan Kaweleywangko	id=g:6735653
Salo Salonro	id=g:6735654
Sosoan Sapaana	id=g:6735655
Salo Tolang	id=g:6735656
Sosoan Rerer	id=g:6735657
Bulu Macina	id=g:6735658
Tanjung Bulo	id=g:6735659
Bulu Laka	id=g:6735660
Dusun Delapan	id=g:6735661
Bulu Majara	id=g:6735662
Kauditan Satu	id=g:6735663
Salo Sero	id=g:6735664
Bulu Barang	id=g:6735665
Bulu Malimpo	id=g:6735666
Aparungnge	id=g:6735667
Data	id=g:6735668
Bulu Pakerebatu	id=g:6735669
Bulu Lagori	id=g:6735670
Laoting	id=g:6735671
Tompong	id=g:6735672
Ulugalung	id=g:6735673
Maroanging	id=g:6735674
Kampungbaru	id=g:6735675
Salo Ulawweng	id=g:6735676
Salosawale	id=g:6735677
Maccopa	id=g:6735678
Marellonge	id=g:6735679
Mabatue	id=g:6735680
Lappabarue	id=g:6735681
Bakungpakung	id=g:6735682
Bulu Mico	id=g:6735683
Mico Dua	id=g:6735684
Birue	id=g:6735685
Bulu Tincowali	id=g:6735686
Bulu Lamapajung	id=g:6735687
Bulu Manipi	id=g:6735688
Bulu Tancung	id=g:6735689
Sulu Bala	id=g:6735690
Salo Gellengnge	id=g:6735691
Bulu Attangkaleppe	id=g:6735692
Birue	id=g:6735693
Padanglampe	id=g:6735694
Jempo	id=g:6735695
Ngarue	id=g:6735696
Palungengpatue	id=g:6735697
Wangiwangi	id=g:6735698
Pangkosang	id=g:6735699
Labongke	id=g:6735700
Kacicu	id=g:6735701
Bulu Kalimata	id=g:6735702
Bulu Longilongi	id=g:6735703
Bulu Nondra	id=g:6735704
Bulu Kasikasi	id=g:6735705
Salo Gatareng	id=g:6735706
Salo Balangbaru	id=g:6735707
Bulu Timpalaja	id=g:6735708
Bulu Masalangka	id=g:6735709
Bungaejae	id=g:6735710
Tomajerra	id=g:6735711
Galung	id=g:6735712
Lappobatue	id=g:6735713
Bulutanah	id=g:6735714
Lappabulobulo	id=g:6735715
Salo Sampie	id=g:6735716
Salo Bulutana	id=g:6735717
Cangilu	id=g:6735718
Sungai Kallowaja	id=g:6735738
Bahuluang	id=g:6735739
Dodaialama	id=g:6735740
Sungai Bahosangkara	id=g:6735741
Paolasang	id=g:6735742
Dodaiabaru	id=g:6735743
Bontoala	id=g:6735744
Kadieng	id=g:6735745
Laiyolobaru	id=g:6735746
Sungai Pusabang	id=g:6735747
Ujung Pusabang	id=g:6735748
Baringan	id=g:6735749
Sangkeha	id=g:6735750
Pagarangan	id=g:6735751
Ujung Pagarangan	id=g:6735752
Kalepe	id=g:6735753
Sungai Bolubolu	id=g:6735754
Sungai Komba	id=g:6735756
Bahorea	id=g:6735757
Timoro	id=g:6735758
Lebo	id=g:6735759
Sungai Kunyik	id=g:6735760
Binangabenteng	id=g:6735761
Bajo	id=g:6735762
Sungai Turungang	id=g:6735763
Sungai Palarung	id=g:6735764
Kecamatan Bontosikuyu	id=g:6735765
Ladang	id=g:6735766
Bukit Kayukatinai	id=g:6735767
Bukit Tanahmenang	id=g:6735768
Tanjung Komba	id=g:6735769
Teluk Komba	id=g:6735770
Tanjung Taliseang	id=g:6735771
Teluk Taliseang	id=g:6735772
Tanjung Kapua	id=g:6735773
Bukit Bontoia	id=g:6735774
Ladang	id=g:6735775
Bauturungan	id=g:6735776
Kenangkenang	id=g:6735777
Tambangangia	id=g:6735778
Bukit Lengkona	id=g:6735779
Biringbalang	id=g:6735780
Sungai Manampoda	id=g:6735781
Teluk Batugorek	id=g:6735782
Tanjung Batugorek	id=g:6735783
Tanjung Lambu	id=g:6735784
Tanjung Galampang	id=g:6735785
Teluk Galampang	id=g:6735786
Sungai Galampang	id=g:6735787
Tanjung Mahamberang	id=g:6735788
Sungai Patumbukan	id=g:6735789
Teluk Patumbukan	id=g:6735790
Tongketongke	id=g:6735791
Teluk Tongke-tongke	id=g:6735792
Bukit Batulaia	id=g:6735793
Tanjung Udu	id=g:6735794
Teluk Udu	id=g:6735795
Bukit Palla	id=g:6735796
Bukit Kapua	id=g:6735797
Sungai Baka	id=g:6735798
Bukit Udu	id=g:6735799
Bukit Singkina	id=g:6735800
Tanabau	id=g:6735904
Sungai Tulang	id=g:6735905
Jongoia	id=g:6735906
Pajalaia	id=g:6735907
Joâ€™ong	id=g:6735908
Lembangbau	id=g:6735909
Karajaan	id=g:6735910
Kahala	id=g:6735911
Lalemang	id=g:6735912
Karabosi	id=g:6735913
Tanabau	id=g:6735914
Tambera	id=g:6735915
Palabungin	id=g:6735916
Batunumpa	id=g:6735917
Bontotinggi	id=g:6735918
Bontosaile	id=g:6735919
Muntea	id=g:6735920
Gantarangkeke	id=g:6735921
Enruiakeke	id=g:6735922
Lembangbosang	id=g:6735923
Tihoroia	id=g:6735924
Batugulung	id=g:6735925
Bontosilama	id=g:6735926
Baruia	id=g:6735927
Bontonaraja	id=g:6735928
Batuhumpu	id=g:6735929
Bontosina	id=g:6735930
Limpurang	id=g:6735931
Simata	id=g:6735932
Bontoroka	id=g:6735933
Bukit Pusera	id=g:6735934
Tanjung Sahangbutung	id=g:6735935
Selat Benteng	id=g:6735936
Simpolo	id=g:6735937
Sumalaia	id=g:6735938
Kenangkenang	id=g:6735939
Sungai Tamanroya	id=g:6735940
Teluk Tamanroya	id=g:6735941
Boneapara	id=g:6735942
Patingalowang	id=g:6735943
Dolak	id=g:6735944
Sambaia	id=g:6735945
Bontokadieng	id=g:6735946
Suju	id=g:6735947
Todala	id=g:6735948
Morangi	id=g:6735949
Baturapa	id=g:6735950
Inruia	id=g:6735951
Lagundia	id=g:6735952
Bontokorong	id=g:6735953
Maremare	id=g:6735954
Biku	id=g:6735955
Kecamatan Bontoharu	id=g:6735956
Bukit Jahaia	id=g:6735957
Bukit Kelo	id=g:6735958
Bukit Tamabisa	id=g:6735959
Bontana	id=g:6735960
Batungani	id=g:6735961
Bukit Tihu	id=g:6735962
Balira	id=g:6735963
Lembangpaja	id=g:6735964
Kombe	id=g:6735965
Palemambua	id=g:6735966
Tanaputi	id=g:6735967
Bontokalimbu	id=g:6735968
Buki-buki	id=g:6735969
Biringhere	id=g:6735970
Bukit Kukurang	id=g:6735971
Bisorang	id=g:6735972
Bukit Batutumpu	id=g:6735973
Teluk Lahea	id=g:6735974
Tanjung Lahea	id=g:6735975
Bukit Kenanga	id=g:6735976
Bukit Kolakolasa	id=g:6735977
Bulunggalung	id=g:6735978
Appabatu	id=g:6735979
Teluk Appabatu	id=g:6735980
Sungai Appabatu	id=g:6735981
Lembangpaja	id=g:6735982
Kaburu	id=g:6735983
Tanabau	id=g:6735984
Lenga	id=g:6735985
Gojang	id=g:6735986
Bontoia	id=g:6735987
Cinimabela	id=g:6735988
Lembangparang	id=g:6735989
Paradaia	id=g:6735990
Puncak	id=g:6735991
Golle	id=g:6735992
Pinangpinang	id=g:6735993
Talaie	id=g:6735994
Bukit Selayar	id=g:6735995
Buabua Utara	id=g:6735996
Balangsembo	id=g:6735997
Lembangtabang	id=g:6735998
Buabua Selatan	id=g:6735999
Panggiliang Utara	id=g:6736000
Panggiliang Selatan	id=g:6736001
Kadiensaga	id=g:6736002
Tanga-tanga	id=g:6736003
Parappa	id=g:6736004
Gununggunung	id=g:6736005
Haduhadu	id=g:6736006
Sungai Buabua	id=g:6736007
Tanabau	id=g:6736008
Parangbodong	id=g:6736009
Lebo	id=g:6736010
Sasara	id=g:6736011
Lasasa	id=g:6736012
Bukit Tale-tale	id=g:6736013
Teluk Tampu	id=g:6736014
Balangpangi	id=g:6736015
Bukit Minasa	id=g:6736016
Gunung Bontoharu	id=g:6736017
Hulu	id=g:6736018
Bukit Paradaia	id=g:6736019
Teluk Sarung	id=g:6736020
Tanjung Tampu	id=g:6736021
Tanjung Sarung	id=g:6736022
Bukit Bola	id=g:6736023
Bontobangun	id=g:6736024
Bukit Tapale	id=g:6736025
Kalibonto	id=g:6736026
Bontosaile	id=g:6736027
Kolokolo	id=g:6736028
Lembangpaja	id=g:6736029
Sungai Bangkala	id=g:6736030
Dongandongan	id=g:6736031
Bitumbang	id=g:6736032
Padangoge	id=g:6736033
Bukit Bahoi	id=g:6736034
Bitombang	id=g:6736035
Bukit Tanaeja	id=g:6736036
Bukit Panapasang	id=g:6736037
Luragantarang	id=g:6736038
Bukit Tuha	id=g:6736039
Bontosunggu	id=g:6736040
Polocamba	id=g:6736041
Tanabau	id=g:6736042
Lebo	id=g:6736043
Subur	id=g:6736044
Lembangjaya	id=g:6736045
Baera	id=g:6736046
Pinangjaya	id=g:6736047
Sinikmabela	id=g:6736048
Tiletile	id=g:6736049
Bontotekne	id=g:6736050
Lembangia	id=g:6736051
Ballabulo	id=g:6736052
Reaia	id=g:6736053
Lopi-lopi	id=g:6736054
Sungai Sangkulukulu	id=g:6736055
Tanjung Gusung	id=g:6736056
Tanjung Talang	id=g:6736057
Gusung Timur	id=g:6736058
Pulau Gusung	id=g:6736059
Gusunglengu	id=g:6736060
Tanjung Timbula	id=g:6736061
Tanjung Batupanyu	id=g:6736062
Tanjung Pungkarajeng	id=g:6736063
Tanjung Bewo	id=g:6736064
Tanjung Papala	id=g:6736065
Tanjung Mambusu	id=g:6736066
Kahukahu	id=g:6736067
Dopa	id=g:6736068
Maharaia	id=g:6736069
Teluk Paoia	id=g:6736070
Buloia	id=g:6736071
Dongkalang	id=g:6736072
Talangkaia	id=g:6736073
Tabang	id=g:6736074
Paoia	id=g:6736075
Sungai Giringgiring	id=g:6736076
Sungai Binangalura	id=g:6736077
Sungai Balangputung	id=g:6736078
Panaikang	id=g:6736079
Bontosunggu	id=g:6736080
Biringbalang	id=g:6736081
Teko	id=g:6736082
Bangkala	id=g:6736083
Galung	id=g:6736084
Palemba	id=g:6736085
Bontobonto	id=g:6736086
Lebo	id=g:6736087
Pasitanete	id=g:6736089
Selat Tanete	id=g:6736090
Sangkulungan	id=g:6736091
Jenekikkik	id=g:6736092
Kappea	id=g:6736093
Bau	id=g:6736094
Kasabumbung	id=g:6736095
Lura	id=g:6736096
Jenebara	id=g:6736097
Toru	id=g:6736098
Tanaberu	id=g:6736099
Patori	id=g:6736100
Barau	id=g:6736101
Tinggisisila	id=g:6736102
Paniroang	id=g:6736103
Unjuria	id=g:6736104
Tanaberu	id=g:6736105
Tanete	id=g:6736106
Tanatoa	id=g:6736107
Bontorikja	id=g:6736108
Bontona	id=g:6736109
Buhung	id=g:6736110
Lembangrara	id=g:6736111
Kayubau	id=g:6736112
Tongge	id=g:6736113
Tonjo	id=g:6736114
Tanabau	id=g:6736115
Talaia	id=g:6736116
Bodia	id=g:6736117
Bentengpancasila	id=g:6736118
Duki	id=g:6736119
Saluk	id=g:6736120
Todakke	id=g:6736121
Gusung	id=g:6736122
Sungai Lansungiring	id=g:6736123
Lambongan	id=g:6736124
Balangpolong	id=g:6736125
Bukit Bontoia	id=g:6736126
Bukit Taria	id=g:6736127
Bukit Tanakeke	id=g:6736128
Garassi	id=g:6736129
Realohe	id=g:6736130
Sipatuosipatokong	id=g:6736131
Lombe	id=g:6736132
Onto	id=g:6736133
Ontosapo	id=g:6736134
Maulana	id=g:6736135
Ampangan	id=g:6736136
Balangbutung	id=g:6736137
Kariangolau	id=g:6736138
Kariangoraja	id=g:6736139
Bukit Ponse	id=g:6736140
Lembang Sappadang	id=g:6736141
Bukit Pangi	id=g:6736142
Bukit Punaga	id=g:6736143
Talang	id=g:6736144
Bukit Sere	id=g:6736145
Kambuna	id=g:6736146
Baje	id=g:6736147
Siloka	id=g:6736148
Tarpapadi	id=g:6736149
Bukit Kalimboro	id=g:6736150
Bontobuki	id=g:6736151
Tonggona	id=g:6736152
Sungai Silolo	id=g:6736153
Pabateang	id=g:6736154
Silolo	id=g:6736155
Rangasa	id=g:6736156
Bontoia	id=g:6736157
Bontodatara	id=g:6736158
Sagaia	id=g:6736159
Katowa'ang	id=g:6736160
Balangbalang	id=g:6736161
Banjoro	id=g:6736162
Tenro	id=g:6736163
Nangkala	id=g:6736164
Bontonumpa	id=g:6736165
Sungai Bangsiang	id=g:6736166
Borongborong	id=g:6736167
Alasa	id=g:6736168
Bahona	id=g:6736169
Siku	id=g:6736170
Baruia	id=g:6736171
Paumba	id=g:6736172
Bontobonto	id=g:6736173
Baratonto	id=g:6736174
Bontosinde	id=g:6736175
Bausamba	id=g:6736176
Tanabau	id=g:6736177
Kalaroi	id=g:6736178
Baratlambongan	id=g:6736179
Panaikang	id=g:6736180
Sariahang	id=g:6736181
Tajuiabaru	id=g:6736182
Matalala	id=g:6736183
Tajuia	id=g:6736184
Bukit Pileriang	id=g:6736185
Kecamatan Bontomatene	id=g:6736186
Tanabau	id=g:6736187
Tanjung Tanete	id=g:6736188
Tanjung Tatilingia	id=g:6736189
Tanjung Limboia	id=g:6736190
Tanjung Ujung	id=g:6736191
Tanjung Bosang	id=g:6736192
Tanjung Patukuia	id=g:6736193
Tanjung Komba	id=g:6736194
Tanjung Polong	id=g:6736195
Teluk Tanete	id=g:6736196
Maradekaia	id=g:6736197
Sungai Balara	id=g:6736198
Kecamatan Polombangkeng Utara	id=g:6736225
Kecamatan Bungaya	id=g:6736226
Jene Rakikang	id=g:6736227
Timbuseng	id=g:6736228
Borongkaluku	id=g:6736229
Borongbulo	id=g:6736230
Moncong Tapa	id=g:6736231
Borongrappo	id=g:6736232
Jenemadinging	id=g:6736233
Buttadidia	id=g:6736234
Bontoramba	id=g:6736235
Paukiri	id=g:6736236
Panaikang	id=g:6736237
Saluran Air Bisua	id=g:6736238
Bontokassi	id=g:6736239
Tammuloe	id=g:6736240
Moncongdare	id=g:6736241
Borongnginru	id=g:6736242
Lauwa	id=g:6736243
Romanglompoa	id=g:6736244
Parangbado	id=g:6736245
Binanga Batulaccu	id=g:6736246
Timbuseng	id=g:6736247
Binanga Barining	id=g:6736248
Binanga Luntang	id=g:6736249
Lantangbengisi	id=g:6736250
Patiro	id=g:6736251
Lantang	id=g:6736252
Kalumbangara	id=g:6736253
Lanyara	id=g:6736254
Cakura	id=g:6736255
Lajaya	id=g:6736256
Jaibatu	id=g:6736257
Bontomakka	id=g:6736258
Buakkang	id=g:6736259
Pajenekang Baru	id=g:6736260
Moncong Kebo	id=g:6736261
Paranglabbua	id=g:6736262
Kalongkong	id=g:6736263
Bontoparang	id=g:6736264
Bontocaku	id=g:6736265
Moncong Surangara	id=g:6736266
Moncong Pangngallowantoppa	id=g:6736267
Moncong Lejanglaku	id=g:6736268
Moncong Karamasa	id=g:6736269
Barugaya Satu	id=g:6736270
Rajaya	id=g:6736271
Botongtallua	id=g:6736272
Bululinring	id=g:6736273
Tekkotanru	id=g:6736274
Moncong Tabanga	id=g:6736275
Tabanga	id=g:6736276
Samaya	id=g:6736277
Bontobonto	id=g:6736278
Salekoa	id=g:6736279
Lasang	id=g:6736280
Lembangloe	id=g:6736281
Binanga Pampang	id=g:6736282
Binanga Allu	id=g:6736283
Moncong Tangnga	id=g:6736284
Moncong Campulili	id=g:6736285
Pangkajene	id=g:6736286
Panaikang	id=g:6736287
Binanga Panisikang	id=g:6736288
Binanga Lekomereng	id=g:6736289
Bontoa	id=g:6736290
Buttadidia	id=g:6736291
Moncong Parele	id=g:6736292
Moncong Lajaya	id=g:6736293
Moncong Batuberaning	id=g:6736294
Moncong Terang	id=g:6736295
Binanga Mereng	id=g:6736296
Tanete	id=g:6736297
Tombolo	id=g:6736298
Tabbingtinggia	id=g:6736299
Balanja	id=g:6736300
Limbangjarang	id=g:6736301
Binanga Balanja	id=g:6736302
Borongara	id=g:6736303
Madinging	id=g:6736304
Bujlu	id=g:6736305
Pita	id=g:6736306
Punaga	id=g:6736307
Paralloe	id=g:6736308
Pare	id=g:6736309
Bilampang	id=g:6736310
Jene Bantimurung	id=g:6736311
Binanga Cangrudidi	id=g:6736312
Jene Dotara	id=g:6736313
Moncong Marannu	id=g:6736314
Homebase	id=g:6736315
Jambua	id=g:6736316
Binanga Maeja	id=g:6736317
Binanga Pamukulu	id=g:6736318
Binanga Barunu Patalabu	id=g:6736319
Moncong Baika	id=g:6736320
Moncong Matutu	id=g:6736321
Moncong Samelang	id=g:6736322
Binanga Marinding	id=g:6736323
Binanga Linikese	id=g:6736324
Moncong Piyaing	id=g:6736325
Moncong Pusu	id=g:6736326
Cambadato	id=g:6736327
Baroanging	id=g:6736328
Bontorea	id=g:6736329
Cendaya	id=g:6736330
Moncong Moncolloe	id=g:6736331
Moncong Gantarang	id=g:6736332
Pakampaku	id=g:6736333
Lata	id=g:6736334
Tokka	id=g:6736335
Benggole	id=g:6736336
Binanga Tokka	id=g:6736337
Parangkantisan	id=g:6736338
Binanga Nangkala	id=g:6736339
Moncong Bontolonto	id=g:6736340
Panyambeang	id=g:6736341
Moncong Tinambung	id=g:6736342
Moncong Pabintingang	id=g:6736343
Moncong Mataketeng	id=g:6736344
Komara	id=g:6736345
Binanga Binompang	id=g:6736346
Moncong Datara	id=g:6736347
Pappaluwang	id=g:6736348
Moncong Tolong	id=g:6736349
Moncong Bilabila	id=g:6736350
Moncong Sairu	id=g:6736351
Moncong Takasiyang	id=g:6736352
Moncong Parumbenrung	id=g:6736353
Lanna	id=g:6736354
Jajang	id=g:6736355
Binanga Jajang	id=g:6736356
Moncong Ciduk	id=g:6736357
Kaukau	id=g:6736358
Binanga Sapaya	id=g:6736359
Moncong Datara	id=g:6736360
Moncong Sipong	id=g:6736361
Kaluarang	id=g:6736362
Tanete Tengah	id=g:6736363
Masago	id=g:6736364
Bontotangnga	id=g:6736365
Dongedonge	id=g:6736366
Mameso	id=g:6736367
Rajaraja	id=g:6736368
Moncong Pusu	id=g:6736369
Binanga Bongkoa	id=g:6736370
Moncong Passaungang	id=g:6736371
Moncong Tuadampang	id=g:6736372
Bungasunggu	id=g:6736373
Moncong Bincanai	id=g:6736374
Moncong Ritapayung	id=g:6736375
Talatala	id=g:6736376
Biboro	id=g:6736377
Karetojeng	id=g:6736378
Jene Inuborong	id=g:6736379
Moncong Bincanaja	id=g:6736380
Moncong Campagarung	id=g:6736381
Baturape	id=g:6736382
Paranglambere	id=g:6736383
Moncong Kura	id=g:6736384
Moncong Balangkolasa	id=g:6736385
Marayoka	id=g:6736386
Moncong Beleangi	id=g:6736387
Pusu	id=g:6736388
Kassie	id=g:6736389
Sumelu	id=g:6736390
Manuju	id=g:6736391
Moncong Bataja	id=g:6736392
Panynyikokkang	id=g:6736393
Binanga Tassese	id=g:6736394
Moncongeng	id=g:6736395
Bangkengbatu	id=g:6736396
Mangempang	id=g:6736397
Bontomanae	id=g:6736398
